text,emotion,label
Mavs Fans Got Mad At Mark Cuban For Bashing Trump. His Response Is Perfect,anger,FAKE
"AP: Pence 'Beside Himself,' Wife Enraged Over Trump Remarks",anger,REAL
The Yale Record Just Published The BEST Non-Endorsement Of A Candidate EVER!,neutral,FAKE
Is GOP establishment learning to like Donald Trump? (+video),neutral,REAL
John Kerry Says It's Unclear Whether Iran Deal Is Within Reach,neutral,REAL
Black Activist Blasts Hillary Clinton Over Wikileaks Revelation,anger,FAKE
"At DAPL, Confiscating Cameras as Evidence of Journalism",disgust,FAKE
Syria's war: How did we get here?,surprise,REAL
STATE OF GEORGIA FIRES PASTOR BECAUSE OF HIS FAITH; GOVERNMENT DIDN’T “APPROVE” BIBLICAL SERMONS,anger,FAKE
Shady accounting underpins Trump’s wealth,disgust,REAL
Two More Hollywood Films For Men That Leave Today’s SJW Movies In The Dust,neutral,FAKE
"Legend Art Cashin On A Trump Presidency, The New World Order, Gold, Brexit, The Great Depression And Why We Will See Panic",fear,FAKE
Dr. David Duke and Prof. Kevin MacDonald on Duke’s overwhelming victory in the debate,neutral,FAKE
What's really behind Clinton's Benghazi grilling?,neutral,REAL
Hillary Is The Perfection of a Corrupt System,disgust,FAKE
"Saudi Arabia Re-Elected, Russia Loses UN Human Rights Council Place",sadness,FAKE
The Hatred that Trump’s Lies will Leave Behind,anger,FAKE
South Korean naval vessel fires warning shots near North Korean patrol amid high tension,fear,REAL
Coping With Extreme Weather If You’re Stranded Outside,fear,FAKE
Iraqis in Mosul Find US Missiles at Captured Islamic State Base,neutral,FAKE
The Story of How the DOJ Tried to Thwart an FBI Investigation Into the Clinton Foundation,anger,FAKE
OnPolitics | 's politics blog,neutral,REAL
"Food mixology: When eaten together, these foods can boost health",neutral,FAKE
The Deteriorating Situation in Ethiopia,fear,FAKE
New Poll Finds Donald Trump Almost Caught Up with Hillary Clinton,fear,REAL
Clinton emails on trade deal held until after election - Video,neutral,REAL
How Republicans will choose the next speaker,neutral,REAL
Nerve Disrupting Frequencies Radiating from “Smart” Meters – Information and Perspective,neutral,FAKE
Comment on Grinnell College warns against ‘deplorable and problematic’ costumes by Joe,fear,FAKE
Whose Side Is Russia On In Syria?,neutral,FAKE
"Obama: For All The Things Republicans Blame Me For, Getting Blamed For Rise Of Donald Trump Is ""Novel""",anger,REAL
"World Proud Of Its Calm, Measured Response To Trump Victory",joy,FAKE
PressTV-US troops could be prosecuted for war crimes,anger,FAKE
The real reason the State Dept is Twitter fighting with the NY Times about Iran,anger,REAL
Cruz's Methodical Delegate Strategy Narrows Trump's Path To GOP Nomination,neutral,REAL
Hillary Finally Concedes: “This Is Painful and It Will Be for a Long Time”,sadness,FAKE
Trump Allows 3 Million People To Escape US,neutral,FAKE
Obama To Limit Police Acquisition Of Some Military-Style Equipment,neutral,REAL
Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails,neutral,FAKE
Sanders calls Trump 'political coward' over voter suppression report,anger,FAKE
Now Live: View Full Text of Job Postings | Economy,neutral,FAKE
"Life: If You Love Enamel Pins, You’ll Love This Etsy Shop, And If You Don’t Care About Enamel Pins, You’ll Explode Over This Picture Of A Bulldog Puppy, And If That Doesn’t Do It For You, You’ll Lose Your Shit Over This Amazing-Looking Pizza, And If You Don’t, We’ll Find Something For You",neutral,FAKE
Alert News : Putins Army Is Coming For World War3 Against Obama year 2016 New Video!!!,surprise,FAKE
Coconut: The Earth’s Most Widespread Medicinal Fruit Plant,neutral,FAKE
Venezuela crisis enters dangerous phase as Maduro foes go militant,fear,FAKE
"Cable news is in trouble, and it’s more about the news than the cable",sadness,REAL
Ryan flexes muscles in Ways and Means showdown,neutral,REAL
Ho’oponopono: Healing For Ourselves & Our World,neutral,FAKE
Immigration Bill Slow to Stir Foes' Passion,neutral,REAL
Kim Kardashian The Queen Of Selfies Retires Her Booty From Breaking The Internet,neutral,FAKE
Obama vetoes Keystone XL pipeline bill,neutral,REAL
Will Obama recognize Palestinian state?,neutral,FAKE
VIDEO: Proof Hillary’s Frail Health is Becoming an Issue,neutral,FAKE
Iraq says it bombed Islamic State leader's convoy,fear,REAL
Koch Groups To Spend Nearly $1 Billion On 2016,neutral,REAL
"If Guns Make Us Safer, Why Not Let Them Into the U.S. Capitol?",fear,REAL
"Is Halloween Evil? Why Witches, Occultists And Satanists Celebrate Halloween And Why You Should Not",fear,FAKE
FBI Investigates Saudi Wife-Abusing Clinton Foundation Donor in Straw Donor Scheme,fear,FAKE
Colorado Cannabis Industry Contributes More to Economy Than All Other Industries: Report,neutral,FAKE
5 facts about consistent conservatives,neutral,REAL
"Professor Shares Insights on Paranormal, Cannibalism and Vampires.",fear,FAKE
Hillary Admits In Leaked Email That Clinton Donors Are Funding ISIS,disgust,FAKE
Billionaire: “Single Digit Millionaires” Are Too Poor to Get Justice In America,sadness,FAKE
Planned Parenthood: Abortion pill usage now rivals surgery,neutral,FAKE
"NeverTrump Radio Host Does 180, Makes BRILLIANT Case for Voting Trump",neutral,FAKE
Saudi’s threaten OPEC oil freeze over Iran row,fear,FAKE
Tsunami Hits New Zealand After Massive 7.8 Earthquake Strikes,fear,FAKE
"Is the US a banana republic? - Putin [Valdai, Part 1 of 1]",neutral,FAKE
WATCH As Chris Cuomo Tells Rudy Giuliani: You Live In Fact-Free ‘Trumpland’,neutral,FAKE
Would Earth Day’s creator have celebrated this Earth Day?,neutral,REAL
"To Survive, Evolve - Russia News Now",neutral,FAKE
"Behind anti-Trump protests, worries that America's promise has dimmed (+video)",fear,REAL
The College Loan Bombshell Hidden in the Budget,surprise,REAL
Trump Vows to Never Change: 'I Am Who I Am',neutral,REAL
GUEST POST: Why I’m Exceptional & Indispensable – by Hillary Clinton - Rob Slane,neutral,FAKE
"Trump Campaign Bombs in Virginia, Again",neutral,REAL
Trumpocalypse & 5 Ridiculously Outdated Assumptions Every Statist Makes,fear,FAKE
This Is What Making History Looks Like,neutral,REAL
"TRUTH: No Apartheid in Israel, Says Black South African Politician",neutral,FAKE
The full Ackbar: Right warns Obama war plan is a trap,fear,REAL
Attacks on abortion providers have increased since the Planned Parenthood videos,anger,REAL
Hillary Clinton Responds To New FBI Investigation,neutral,FAKE
"AMAZING VIDEO : Hispanics for Trump in Miami Storm the Polls, HORNS BLASTING, Shouting “USA! TRUMP!” – TruthFeed",neutral,FAKE
Battle against Islamic State expands as Egypt bombs Libyan affiliate,fear,REAL
Fiorina rejects idea of 'affirmative action' in CNN debate change,neutral,REAL
Israel votes: Netanyahu's last-ditch vow to his base – a dead peace process (+video),anger,REAL
26 WikiLeaks bombshells on Hillary you need to know,neutral,FAKE
The struggle continues for a binding treaty to #StopCorporateAbuse,anger,FAKE
"Clinton, Dems embrace Arquette's equal pay comment",neutral,REAL
"Iran, Finland sign 4 MoUs in Tehran",neutral,FAKE
White House Defends FBI Director Comey’s Integrity,anger,REAL
TRUMP CALLED IT MONTHS AGO: Anthony Weiner threatens national security,fear,REAL
US military commander: Russian military ‘far more capable’ than Soviet Union’s,neutral,REAL
Don't underestimate Bernie Sanders,neutral,REAL
The Latest On Paris Attack: Manhunt Continues; Brothers Were On No-Fly List,fear,REAL
Clinton calls for 'common-sense' gun control after Charleston terrorist attack,fear,REAL
Comment on WikiLeaks Shocker: Clinton Camp Considering Paul Ryan Relative as Supreme Court Nominee by Richard Johnson,fear,FAKE
Ireland's historic vote for marriage equality prompts amazing Twitter celebration,joy,REAL
Hilarious Cartoon Reveals 2016 Political Version of The “Walking Dead”,joy,FAKE
James O’Keefe releases another Project Veritas video claiming Hillary Clinton campaign is “bird dogging”,disgust,REAL
Unrelenting Ferguson protests pushed year of national change,anger,REAL
Crushing Hillary: Trump’s Landslide by the Numbers | EndingFed News Network,sadness,FAKE
Bill Clinton suggests Trump slogan racist – but he used the same one,disgust,REAL
Google Violence at Temple U Popular Across the Country,anger,FAKE
"Strong 5.4 Magnitude Quake Hits Central Italy, Rattles Rome",fear,FAKE
Robin Roberts Says While She Was Dying from Cancer a ‘Familiar Voice’ Came From Her Nurse and Brought Her Back,neutral,FAKE
Brain Concussions in Children and Adults: What to Know About Vaccine Damage,neutral,FAKE
Pakistan: Long arm of ISI needs unsheathing,anger,FAKE
Court rejects Obama immigration plan. Executive abuse of power?,anger,REAL
"Why Everyone on Facebook Is Checking into Standing Rock, North Dakota",neutral,FAKE
"Hillary cancels public appearance due to a large crowd of people chanting ""Lock Her Up!""",anger,FAKE
The big question about Hillary Clinton: What if the FBI is onto her?,fear,REAL
John Boehner thanks God Cruz didn't win,sadness,REAL
Why Trump's foreign policy resonates with Americans – to a point,neutral,REAL
"An LDS Reader Takes A Look At Trump Accuser Jessica Drake, Concludes His Leaders Are “Latter-Day Sissies",disgust,FAKE
Comment on Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Muslim Brotherhood by toddyo1935,neutral,FAKE
Your premier federal government employee and veteran shopping program,neutral,FAKE
Memo To Trump And Clinton: Use Tough Love To Win The Millennials,neutral,REAL
Incredible Discovery: This Fruit Extract Killed Cancer in 48 Hours!,neutral,FAKE
How well-meaning political reformers are helping to elect President Trump,neutral,REAL
Hillary Clinton shatters $100M fundraising goal,anger,REAL
The detente between Trump and Cruz is definitely over,neutral,REAL
Inside the Trump-Bush melodrama: Decades of tension and discomfort,fear,REAL
Rand Paul Supporters Walk Out Of Jeb Bush Speech,fear,REAL
Ryan on meeting with Trump: 'It’s important we don’t fake unifying',fear,REAL
Republicans' fear: 2 more years of gridlock,fear,REAL
Romania Points Out Flaws With U.S. Election To Encourage Citizens To Vote,neutral,FAKE
The Worst Case for Republicans: Trump Wins,disgust,REAL
Sniveling Cowards and NeverTrumpers Mitt Romney and John Kasich Reach out to Trump – TruthFeed,neutral,FAKE
How America is quietly becoming a climate change leader,surprise,REAL
In Consideration of the Supreme Importance of Love,neutral,FAKE
Immigration Standoff May End With Another Congressional Punt,anger,REAL
LIVE: Hillary Clinton Addresses Nation for First Time Following Presidential Race,neutral,FAKE
Donald Trump is failing at basically everything right now. This poll proves it.,disgust,REAL
"Trump Tells GOP Rally In Jerusalem He’ll ‘Make Israel, U.S. Safe Again’",neutral,FAKE
"Pro-Trump, anti-Trump groups clash in San Diego",anger,REAL
Former U.S. Treasury Secretary Just Warned Trump Could Be Assassinated,fear,FAKE
New French Law Makes It Illegal To Contact Employees After Work Hours,fear,FAKE
"Liberal pundits blame Debbie Wasserman Schultz, not Bernie Sanders, for Democrats’ division",anger,REAL
"“Wikileaks is the Mossad, Stupid, Not the Russians, We are playing them like a fiddle…” Assange (sort of)",anger,FAKE
BREAKING: Obama Now Considering Martial Law Because Of Mass Riots | EndingFed News Network,fear,FAKE
Sanders draws early support for White House bid from long-time union allies,neutral,REAL
Why Trump’s warning of ‘rigged election’ isn’t credible,fear,REAL
"Insider Leaks Bill’s 2-Word Nickname For Hillary, Exposes Dirty Sex Habits",disgust,FAKE
TRUMPED! LIBERAL NEWS OUTLET BLOOMBERG POLL CONCEDES TRUMP BEATING CROOKED HILLARY IN FLORIDA,anger,FAKE
Trump and all the other far right leaders are Zionist stooges,neutral,FAKE
CONTROVERSIAL NEW ‘ANTI-FAMINE’ GMO POTATO STRAINS APPROVED,neutral,FAKE
TRIGGERED: JOURNALIST SNOWFLAKES SCARED TRUMP SUPPORTERS ARE ‘TURNING ON THE MEDIA’,anger,FAKE
"The Clinton Syndrome, Part 2: Can Hillary Escape This Time?",neutral,FAKE
"Re: Ha! FBI reopening Hillary email case means THIS might happen again soon (Hint: Bill, fire up the jet!)",surprise,FAKE
"FBI Wants you to Believe It Examined 650,000 Emails in 691,000 Seconds",neutral,FAKE
Jihadi John: The bourgeois terrorist,fear,REAL
Don’t underestimate the power of Trump’s rage-fueled rise,anger,REAL
DNC Chair won't run for Senate in 2016,sadness,REAL
Comment on She’s fit to be President! Hillary had to be helped up *one* step by youknowwho.,neutral,FAKE
"Remember Those Rumors Megyn Kelly is Leaving Fox News? Well, Her Contract Just Went Public",neutral,FAKE
Donald Trump wasn’t so anti-Iraq war after all. Quelle surprise.,surprise,REAL
The Daily 202: Why Trump sounded more like a strongman than a movement conservative,neutral,REAL
Delegates face death threats from Trump supporters,fear,REAL
Hillary Clinton poised to reveal VP pick,neutral,REAL
Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters: Report,anger,FAKE
Comment on 21 Things We’ve Learned About Hillary Clinton from Wikileaks That the MSM Won’t Share…But YOU Can! by Lakshmima,neutral,FAKE
"As His Campaign Crumbles, Trump Is Spending His Day Fighting With MSNBC's Joe Scarborough",fear,REAL
Poland Establishing New Territorial Defense Force to Fight ‘Russian Threat’,fear,FAKE
How Hillary Clinton could win,neutral,REAL
Teachers Strike Allowing Children To Sample The Kind Of Free Time They’ll Have On The Dole,anger,FAKE
Life: 10 Steps To Rolling The Perfect Joint,joy,FAKE
"Turkey, Russia Headed for a Military Face-Off?",neutral,REAL
Democrats weigh how to nudge Sanders out,fear,REAL
Cardinal Vincent Nichols says: “Britons could learn a lot from the ‘vibrant’ faith of Muslim migrants”,neutral,FAKE
Did Democrats really stuff ballot? Here's their answer,surprise,FAKE
Trump's VP search enters frenzied phase,anger,REAL
Taking Care of Your Eye Health the Natural Way,neutral,FAKE
Clinton Says She Was Wrong to Call Half of Trump Supporters ‘Deplorables’,neutral,REAL
Fighting Ghost Fascists While Aiding Real Ones,anger,FAKE
"In campaign chaos, Donald Trump shows his management style",neutral,REAL
